Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2017.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2017.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2017.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,9441
2017.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,16346
2017.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,290
2017.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,650
2017.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1371
2017.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1065
2017.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,306
2017.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-474
2017.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,27177
2017.03,Pension funds,261,Closing balance total assets,LE00000,A000000,76919
2017.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,76823
2017.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2026
2017.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,4567
2017.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,8
2017.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,60553
2017.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,9565
2017.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,74
2017.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,30
2017.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,76919
2017.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2017.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,21
2017.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,76767
2017.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,71
2017.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,61
2017.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,97
2017.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,39
2017.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,58
2017.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2017.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,76919
2017.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,10267
2017.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,7777
2017.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2017.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2017.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2017.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1856
2017.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2017.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,55
2017.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,10267
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,7383
2017.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,83
2017.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,C
2017.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2490
2017.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1435
2017.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1055
2017.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
2017.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,10267
2017.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,309939
2017.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,298409
2017.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,17831
2017.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,17349
2017.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,75766
2017.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,160326
2017.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2017.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,989
2017.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2017.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,317185
2017.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,23177
2017.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,69093
2017.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,195951
2017.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,625
2017.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,28339
2017.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,11530
2017.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,3069
2017.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,8461
2017.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-7246
2017.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,309939
2017.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,252614
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,137296
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1464
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,18464
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,17853
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,21338
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,63006
2017.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1592
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,13579
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,122047
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1658
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,84599
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,7333
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,9582
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1792
2017.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,17084
2017.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,115318
2017.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,88107
2017.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,27211
2017.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,130567
2017.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,252614
2017.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,39249
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,39071
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1456
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,24465
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,11777
2017.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,361
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,308
2017.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,704
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4035
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,2
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,2470
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,191
2017.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1373
2017.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,178
2017.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2017.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,178
2017.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,35215
2017.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,39249
2017.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,106422
2017.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,17920
2017.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1651
2017.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,920
2017.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,2043
2017.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,11302
2017.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2017.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,223
2017.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1781
2017.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,18322
2017.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,7266
2017.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,7173
2017.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1046
2017.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2837
2017.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,88502
2017.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,55238
2017.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,33264
2017.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,88100
2017.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,106422
2017.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,36525
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,12383
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,5639
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,544
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,2817
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,552
2017.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,82
2017.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2749
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1674
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,743
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2017.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,C
2017.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,24142
2017.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,9735
2017.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,14407
2017.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,34851
2017.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,36525
2017.03,Households,511,Closing balance total assets,LE00000,A000000,1734123
2017.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,962132
2017.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,163924
2017.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,4749
2017.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
2017.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,703530
2017.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,89638
2017.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2017.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2017.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,198796
2017.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2017.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,198796
2017.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2017.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2017.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2017.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,771991
2017.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,265472
2017.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,506519
2017.03,Households,511,Closing balance net worth,LE00000,B900000,1535327
2017.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1734123
2017.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,399303
2017.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,399303
2017.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1658
2017.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,32546
2017.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,166843
2017.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,53972
2017.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,108015
2017.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2017.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,25124
2017.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2017.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,251108
2017.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1464
2017.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,20846
2017.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,60646
2017.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,22504
2017.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,104996
2017.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,5159
2017.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,24255
2017.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,11239
2017.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,0
2017.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2017.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2017.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,148195
2017.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,399303
2017.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,4663104
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2729991
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1464
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,321140
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,222503
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,644130
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1240220
2017.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,37139
2017.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2878186
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1658
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,332840
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,328699
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,675598
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1243239
2017.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,106057
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,38009
2017.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,152087
2017.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1933113
2017.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,880890
2017.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1052223
2017.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,1784918
2017.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,4663104
2017.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,5062407
2017.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3129294
2017.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3121
2017.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,353686
2017.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,389345
2017.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,698102
2017.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1348235
2017.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,111216
2017.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,62263
2017.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,163326
2017.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3129294
2017.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3121
2017.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,353686
2017.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,389345
2017.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,698102
2017.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1348235
2017.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,111216
2017.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,62263
2017.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,163326
2017.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1933113
2017.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,880890
2017.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1052223
2017.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,1933113
2017.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,5062407
2018.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,599725
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,162220
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,28354
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,6773
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,41141
2018.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,79882
2018.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1377
